Date,AAPL,GE,AMZN,DIS,T,PG,PFE,MRK,WFC,FB,NVDA,NFLX,BAC,DD,SPY
2012-05-18,0.0004903890462970573,0.003707629194565687,-0.020653975292341142,-0.01173042709457528,0.01111424757392232,-0.0068794140410359805,0.00044333374363692,-0.005521896873969312,-0.01590323115204395,,-0.04505910635959243,-0.027928384191984734,0.005730645553328584,0.0020415833090208224,-0.00855872416544734
2012-05-21,0.05826021242210122,0.00897079216020158,0.019920532641259037,0.013239064049948457,-0.000891125121241565,-0.0020467040081266763,-0.0013294118577749092,-0.005817368631064412,0.014867369865357638,-0.1099033080139693,0.01738361153823509,0.02544312049656061,-0.027065642086142372,0.037011840124006046,0.01718813778398598
2012-05-22,-0.007678828614180788,0.003138227569842833,-0.01274585610139034,0.0,-0.002676406998638914,-0.003786016652607249,-0.007542074063283222,-0.003723266359661248,0.008598867765721385,-0.0890390504844879,-0.012204727703149953,-0.05617505982930482,0.021962067156634735,-0.001965058103411188,0.001742785114721812
2012-05-23,0.024400011483677764,0.0,0.009055853167555528,-0.004055004006245699,-0.005366448700231952,-0.01203477955360821,-0.012516767032550447,-0.0032032128564261075,0.0022101752764043248,0.032258064516129004,0.024711474752089124,0.06202918229280763,0.0272204269155214,0.001312539783278277,0.0005293010919096286
2012-05-24,-0.00918433131948393,0.0036498987461577315,-0.009388828562474694,0.005202532958177297,0.00839293949836617,0.002884900252779543,0.0022634377653185656,0.006962696735634877,0.0022053011742717565,0.032187461853027344,-0.026527207034338307,-0.022806251578764702,-0.004183645318484919,0.0337485512584077,0.001965856348844941
2012-05-25,-0.005359373943449985,-0.0025978967421720345,-0.010918073244703619,0.001350083236917099,0.0014861726339618908,-0.0012782144418918007,-0.00045161278478556,-0.0013296532619242463,0.001572056962988233,-0.033908536883954676,0.023947329648007276,-0.000711462488142689,0.001400147556169129,-0.007923795903774455,-0.003244403955635744
2012-05-29,0.017748371560748932,0.007812618396759508,0.008736945269423257,0.02202249019823732,0.007420885837004398,0.007361164417548194,0.0022592809395480806,0.0010651537213015594,0.0122412192567245,-0.09620807613614557,0.025806541312217268,-0.011108009760887216,0.040559409766572685,0.02172517031458554,0.01211185756566624
2012-05-30,0.012057365068055326,-0.016020757184023626,-0.025704309009124682,-0.006156691162590655,-0.0029466330675091967,-0.010007776734298313,-0.006311962275874605,-0.005054263630272282,-0.01705432657953143,-0.022538128123828938,-0.0117927122176672,-0.03024195447858724,-0.030955724228815318,-0.02376506206560325,-0.014510181971516767
2012-05-31,-0.002486513500627341,0.002626221879223234,0.01758830113336063,0.011283226402120095,0.009751927074083344,-0.00048172953915315286,-0.007713107619879089,0.0048127502891004426,0.011040737717030069,0.05001773042567437,-0.011137535676468135,-0.0579150954254265,0.02083370142288432,-0.005124452966911108,-0.0022008753700599737
2012-06-01,-0.028975502642613837,-0.028810341086156432,-0.02202808015612112,-0.028658773643812196,-0.007901538387061868,-0.011879904393653495,-0.010516523091786856,-0.010643700639494269,-0.0589703023565088,-0.06351354877995741,-0.03620303639178313,-0.0077238002696805586,-0.044897950237523854,-0.0225375118879253,-0.025176860568670745
2012-06-04,0.005882405337276353,-0.021036266534870895,0.030496600399845253,0.0002248327428635566,0.007374993720011602,-0.00243701899312454,-0.0013866115215067643,0.0075305730153780726,-0.003647044029585711,-0.029581519305059034,-0.020867917923371948,0.03256553181895394,-0.017094265312816437,0.004281788433981415,-0.0004681742397864008
2012-06-05,-0.0025868389779628576,0.004958710923115506,-0.006338331652688156,0.009682903591267555,-0.0026357325797388143,-0.003746048274867242,-0.0004626888901532178,0.0010679360461676168,0.015640340224464033,-0.03832714319515784,0.028985226230075378,-0.0026153418117720317,0.028985452407144452,0.011479898784842568,0.007572289711454738
2012-06-06,0.015333118332600426,0.03508786164425404,0.020777675118962113,0.015387740736911848,0.014680138004368404,0.010299251308165447,0.014351608080776845,0.010666555467671701,0.014744451780875911,0.03637558481629832,0.02651211776509288,0.016196266786609348,0.07605625295505769,0.02756087498770654,0.022468448891897363
2012-06-07,0.0004550231031066332,0.00635597372182195,0.005329866850168452,0.0021965511349206768,-0.011573979132955325,0.01553411153339157,0.001369458504711707,0.011345487119820419,0.006780885794269498,-0.018649757924656618,-0.040355164813647204,-0.018822124599449208,-0.0287956226988878,0.00473363727779752,0.0006060700975196731
2012-06-08,0.015042145604753143,0.01052601005925391,-0.0014625040786141463,0.013368446440171322,0.01141689052765571,-0.00015947820180672867,0.009115715941013791,0.0033919411527334464,0.008017798936831522,0.030026641260482823,0.01934416535317185,0.015470237020067668,0.018867940066640276,0.00847963917137351,0.007951624052571438
2012-06-11,-0.015767156267597948,-0.004687009265844755,-0.009062612508952683,-0.009515851182868018,0.0011577170122900604,-0.003346366596810424,-0.0018066478346058235,0.0002598971456684307,-0.013999032559583013,-0.0035055800504004697,0.011551144368867394,-0.04021938344781417,-0.03703699349326184,-0.017439746107112852,-0.012697336385724234
2012-06-12,0.008736768594175492,0.019361559640830972,-0.0003694882358874496,0.012664017840921415,0.011274648644511887,0.003517641554167117,0.004072331287654496,0.009877655464479052,0.01000283040976524,0.014626938346198326,0.020391492323371896,0.0003174675835504459,0.028846061398166034,0.01774928920441976,0.011490775134686437
2012-06-13,-0.006942798719113186,-0.005646810076387676,-0.007808918956720312,-0.003234120624817427,0.0,-0.0030276994216076325,0.0,-0.0007806896371611582,0.008945859484398078,-0.004744494984543213,-0.02637893849151085,-0.003014984883762839,0.0013349292062545537,-0.014014382401292047,-0.006394604629914036
